Algodon,Poliester,Lana,Elastano,Viscosa,Nylon,Seda,Fibra,Peso
73.26,16.26,0.0,4.42,2.36,0.0,0.0,3.69,5.69
25.32,50.62,0.0,5.62,4.32,13.84,0.0,0.27,3.96
8.61,3.23,28.9,6.28,5.76,11.94,35.29,0.0,1.4
33.92,49.45,1.01,1.22,7.85,3.27,0.0,3.28,4.55
97.18,2.82,0.0,0.0,0.0,0.0,0.0,0.0,6.49
21.23,49.6,0.0,9.16,4.02,12.88,0.0,3.12,3.23
20.45,51.45,0.0,12.41,1.19,14.02,0.0,0.48,2.87
97.25,2.75,0.0,0.0,0.0,0.0,0.0,0.0,7.16
82.08,14.7,0.0,0.7,0.6,0.0,0.0,1.92,5.92
24.34,56.29,0.0,5.18,3.99,8.68,0.0,1.53,2.05
49.08,34.38,3.99,2.86,5.97,0.14,0.0,3.59,2.72
29.91,9.23,24.71,2.16,6.71,6.01,21.29,0.0,1.61
87.7,4.68,0.0,3.96,2.8,0.0,0.0,0.86,4.91
91.27,8.73,0.0,0.0,0.0,0.0,0.0,0.0,5.29
74.09,10.68,0.0,0.37,11.05,0.0,0.0,3.82,6.14
8.51,66.38,0.0,7.58,2.96,9.2,0.0,5.38,3.26
87.1,3.02,0.0,5.5,3.21,0.0,0.0,1.16,4.14
24.15,6.42,36.55,0.23,0.85,3.44,28.36,0.0,2.62
92.84,7.16,0.0,0.0,0.0,0.0,0.0,0.0,7.86
22.74,48.27,0.0,13.71,3.08,8.92,0.0,3.29,2.94
4.4,60.93,0.0,16.37,0.25,13.83,0.0,4.22,2.05
16.72,42.13,0.0,17.4,4.2,17.12,0.0,2.43,3.74
21.79,23.67,36.16,0.87,1.24,8.14,8.12,0.0,1.1
93.25,6.75,0.0,0.0,0.0,0.0,0.0,0.0,7.84
23.81,6.68,25.23,1.11,6.32,9.25,27.59,0.0,1.11
22.79,18.43,25.63,2.66,3.01,8.81,18.68,0.0,2.48
90.51,9.49,0.0,0.0,0.0,0.0,0.0,0.0,4.8
53.43,36.19,0.6,3.56,4.0,0.94,0.0,1.28,5.35
95.77,4.23,0.0,0.0,0.0,0.0,0.0,0.0,6.03
57.51,25.52,3.98,1.5,3.97,2.8,0.0,4.72,2.94
1.44,27.3,37.99,3.89,4.7,8.74,15.94,0.0,1.58
17.38,21.92,16.57,1.92,9.41,5.27,27.54,0.0,2.49
18.33,13.21,24.71,3.44,11.88,13.31,15.12,0.0,2.82
1.31,18.75,48.17,1.03,4.19,9.91,16.64,0.0,2.91
96.49,3.51,0.0,0.0,0.0,0.0,0.0,0.0,4.17
3.18,53.88,0.0,18.88,5.24,15.82,0.0,3.01,3.65
18.07,27.56,29.34,1.49,5.7,2.79,15.05,0.0,1.24
5.07,13.08,40.63,3.06,1.99,2.28,33.9,0.0,1.88
97.34,2.66,0.0,0.0,0.0,0.0,0.0,0.0,4.75
93.15,6.85,0.0,0.0,0.0,0.0,0.0,0.0,7.95
44.85,40.17,1.78,2.67,7.15,2.97,0.0,0.41,2.53
24.12,44.5,0.0,10.32,1.73,19.29,0.0,0.03,3.93
99.32,0.68,0.0,0.0,0.0,0.0,0.0,0.0,6.91
32.62,2.66,25.5,3.34,4.96,11.43,19.49,0.0,2.72
99.24,0.76,0.0,0.0,0.0,0.0,0.0,0.0,6.14
80.34,11.31,0.0,1.66,2.9,0.0,0.0,3.79,5.57
50.21,39.87,3.59,0.15,0.03,2.06,0.0,4.1,5.02
97.89,2.11,0.0,0.0,0.0,0.0,0.0,0.0,5.88
12.15,14.43,36.49,2.7,7.56,5.5,21.15,0.0,2.43
22.61,40.74,0.0,13.59,2.76,15.58,0.0,4.72,3.34
96.03,3.97,0.0,0.0,0.0,0.0,0.0,0.0,7.47
82.65,7.05,0.0,0.97,6.6,0.0,0.0,2.72,4.44
96.98,3.02,0.0,0.0,0.0,0.0,0.0,0.0,5.2
66.14,26.09,0.64,0.5,0.74,1.44,0.0,4.45,2.87
88.67,3.63,0.0,0.91,5.39,0.0,0.0,1.4,3.73
20.03,1.13,21.6,4.99,9.68,4.32,38.25,0.0,1.67
24.28,53.29,0.0,12.48,2.17,5.51,0.0,2.27,2.23
94.33,5.67,0.0,0.0,0.0,0.0,0.0,0.0,6.53
49.54,36.2,3.14,1.07,2.18,3.7,0.0,4.17,3.15
79.72,3.36,0.0,3.0,8.64,0.0,0.0,5.28,5.7
87.02,2.73,0.0,0.28,9.27,0.0,0.0,0.71,5.45
14.63,25.63,28.07,1.92,2.75,6.77,20.23,0.0,1.06
61.27,27.6,2.9,0.21,6.96,0.12,0.0,0.95,3.49
91.57,8.43,0.0,0.0,0.0,0.0,0.0,0.0,4.66
80.02,12.61,0.0,2.37,1.29,0.0,0.0,3.71,4.8
9.86,13.43,32.05,4.42,11.29,10.27,18.68,0.0,2.25
94.94,5.06,0.0,0.0,0.0,0.0,0.0,0.0,4.57
20.53,60.66,0.0,10.03,3.79,4.97,0.0,0.03,3.46
49.8,33.39,0.17,3.36,5.17,5.27,0.0,2.85,4.5
46.09,37.59,4.04,1.32,6.08,3.86,0.0,1.02,2.83
45.77,37.11,5.7,0.61,7.94,2.26,0.0,0.61,4.5
15.08,19.01,20.91,4.9,2.62,5.2,32.27,0.0,2.27
44.67,36.15,1.57,3.05,9.57,3.54,0.0,1.46,5.07
88.71,3.39,0.0,2.18,3.96,0.0,0.0,1.77,3.83
76.93,14.0,0.0,0.87,5.58,0.0,0.0,2.62,6.93
36.07,47.81,0.07,1.97,7.18,5.03,0.0,1.86,3.36
36.68,7.26,18.56,0.45,10.79,0.93,25.34,0.0,2.16
15.27,27.69,38.32,3.62,9.17,0.86,5.07,0.0,1.82
84.98,4.8,0.0,5.4,1.2,0.0,0.0,3.63,5.14
82.92,9.12,0.0,3.26,3.82,0.0,0.0,0.89,6.76
19.6,35.93,0.0,17.41,4.99,20.35,0.0,1.73,2.46
87.06,4.92,0.0,0.51,6.51,0.0,0.0,1.0,4.15
26.88,47.56,0.0,7.94,2.15,13.5,0.0,1.97,2.11
76.44,19.05,0.0,0.14,4.05,0.0,0.0,0.33,3.96
0.7,59.02,0.0,17.29,1.18,20.05,0.0,1.75,2.89
89.48,10.52,0.0,0.0,0.0,0.0,0.0,0.0,6.46
7.54,15.88,36.75,1.64,3.55,7.18,27.46,0.0,2.22
49.54,42.29,1.22,1.63,1.2,2.75,0.0,1.36,5.29
22.0,42.84,0.0,11.02,5.61,14.56,0.0,3.97,3.21
72.53,12.78,0.0,3.46,8.26,0.0,0.0,2.97,3.41
19.5,1.82,39.89,1.37,2.98,9.52,24.92,0.0,2.65
21.03,8.43,26.37,3.17,6.21,8.3,26.48,0.0,2.12
5.51,21.84,42.92,0.41,7.25,6.98,15.1,0.0,1.28
49.31,39.42,3.33,2.74,0.47,2.2,0.0,2.54,5.31
18.14,0.16,36.75,2.27,1.84,0.12,40.71,0.0,2.81
91.7,8.3,0.0,0.0,0.0,0.0,0.0,0.0,6.76
52.78,26.54,5.47,1.21,9.58,3.29,0.0,1.13,5.07
56.24,24.72,3.88,1.73,9.0,2.4,0.0,2.03,4.57
52.22,38.02,2.04,5.39,0.88,0.13,0.0,1.32,5.12
85.56,2.42,0.0,4.66,5.71,0.0,0.0,1.65,5.77
7.19,13.42,34.24,8.45,2.98,6.89,26.84,0.0,3.0
23.84,55.31,0.0,5.98,4.19,8.41,0.0,2.27,3.11
27.97,13.51,20.88,1.95,5.86,3.41,26.42,0.0,2.78
69.93,16.18,0.0,0.15,9.72,0.0,0.0,4.02,6.03
95.71,0.37,0.0,1.0,0.91,0.0,0.0,2.01,6.7
95.3,4.7,0.0,0.0,0.0,0.0,0.0,0.0,5.98
50.06,34.76,1.45,2.45,6.86,1.26,0.0,3.15,2.98
50.4,27.26,4.75,3.61,6.24,5.67,0.0,2.07,4.79
90.24,9.76,0.0,0.0,0.0,0.0,0.0,0.0,7.85
91.84,0.33,0.0,1.32,5.69,0.0,0.0,0.82,5.18
25.77,38.99,0.0,14.88,4.22,14.44,0.0,1.7,3.28
88.05,2.22,0.0,2.63,5.7,0.0,0.0,1.4,3.06
81.21,2.95,0.0,4.17,8.58,0.0,0.0,3.09,6.06
73.98,17.71,0.0,1.2,5.36,0.0,0.0,1.74,4.69
9.95,45.66,0.0,17.14,2.52,21.82,0.0,2.9,2.45
16.12,18.91,17.72,4.06,6.01,7.83,29.35,0.0,1.01
48.19,30.23,1.28,5.75,9.38,0.65,0.0,4.51,3.9
44.46,34.97,3.44,4.21,7.97,2.75,0.0,2.19,4.75
16.16,20.5,26.11,2.47,6.99,8.1,19.66,0.0,2.52
84.08,7.13,0.0,1.41,5.53,0.0,0.0,1.85,3.1
18.46,17.6,13.47,2.18,4.4,9.19,34.7,0.0,2.78
61.59,23.36,0.58,1.44,8.28,0.4,0.0,4.35,4.7
54.28,31.98,3.02,4.65,1.83,1.81,0.0,2.43,4.31
0.45,61.21,0.0,10.93,4.34,18.65,0.0,4.42,2.63
18.38,23.18,33.23,4.16,6.23,3.65,11.17,0.0,2.38
76.53,13.88,0.0,2.22,3.75,0.0,0.0,3.62,6.95
98.16,1.84,0.0,0.0,0.0,0.0,0.0,0.0,7.7
52.55,32.45,1.51,0.14,5.08,4.93,0.0,3.34,2.63
1.95,23.34,39.11,3.27,1.02,9.05,22.27,0.0,2.23
92.11,7.89,0.0,0.0,0.0,0.0,0.0,0.0,7.64
52.16,32.49,2.29,2.14,4.66,2.34,0.0,3.92,2.78
86.31,5.11,0.0,5.92,1.89,0.0,0.0,0.78,3.54
93.42,6.58,0.0,0.0,0.0,0.0,0.0,0.0,5.96
83.33,6.23,0.0,2.71,5.32,0.0,0.0,2.41,4.49
15.36,51.46,0.0,12.1,1.17,15.59,0.0,4.33,3.59
19.49,15.97,37.37,4.82,2.63,9.1,10.63,0.0,2.9
58.46,34.42,2.92,1.34,0.13,2.14,0.0,0.6,3.87
75.77,15.2,0.0,2.74,3.6,0.0,0.0,2.69,6.64
55.87,27.0,1.38,3.65,3.9,4.14,0.0,4.06,4.29
91.63,8.37,0.0,0.0,0.0,0.0,0.0,0.0,7.77
5.5,11.37,20.6,2.46,14.04,7.31,38.73,0.0,3.0
23.21,2.46,27.03,6.28,1.58,2.73,36.71,0.0,2.04
41.76,37.67,3.95,3.45,7.47,3.76,0.0,1.94,2.69
78.62,14.34,0.0,1.06,4.42,0.0,0.0,1.57,5.39
95.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,6.98
40.85,36.81,0.88,5.35,8.57,6.0,0.0,1.53,3.9
7.02,24.56,24.12,4.62,7.29,3.03,29.38,0.0,1.27
95.32,4.68,0.0,0.0,0.0,0.0,0.0,0.0,6.41
27.17,10.97,22.12,2.06,9.92,8.36,19.41,0.0,2.99
16.49,0.45,52.86,1.69,11.2,3.86,13.44,0.0,1.18
75.96,14.44,0.0,2.99,3.62,0.0,0.0,2.99,4.93
7.14,30.32,29.7,0.66,9.49,9.22,13.45,0.0,2.39
14.67,51.99,0.0,21.71,3.36,6.65,0.0,1.63,2.01
48.03,43.92,2.51,1.79,0.64,0.68,0.0,2.42,4.92
9.98,46.27,0.0,26.06,1.0,10.67,0.0,6.01,3.05
24.53,20.28,23.1,1.91,9.26,3.44,17.47,0.0,1.94
99.08,0.92,0.0,0.0,0.0,0.0,0.0,0.0,7.99
76.98,16.33,0.0,3.02,0.44,0.0,0.0,3.24,4.37
80.34,4.44,0.0,4.02,7.07,0.0,0.0,4.14,5.64
96.23,3.77,0.0,0.0,0.0,0.0,0.0,0.0,6.0
44.91,33.61,4.38,3.04,8.83,4.66,0.0,0.57,3.94
91.44,8.56,0.0,0.0,0.0,0.0,0.0,0.0,6.0
39.37,46.24,1.35,3.04,4.9,1.97,0.0,3.13,3.12
23.43,45.65,0.0,6.91,3.77,16.6,0.0,3.64,3.09
15.78,52.8,0.0,5.28,4.21,19.3,0.0,2.63,2.74
14.11,50.07,0.0,11.74,3.13,17.72,0.0,3.21,3.33
32.45,16.29,30.02,3.55,4.07,0.57,13.06,0.0,1.94
30.88,0.92,28.0,4.89,2.94,8.13,24.24,0.0,2.69
59.71,30.36,0.53,0.06,9.0,0.02,0.0,0.32,4.06
17.33,66.83,0.0,7.67,0.5,5.34,0.0,2.34,2.37
46.07,29.83,2.54,4.78,8.75,4.82,0.0,3.21,3.76
21.88,43.74,0.0,17.83,1.15,10.57,0.0,4.82,2.46
94.92,5.08,0.0,0.0,0.0,0.0,0.0,0.0,6.85
9.85,20.94,33.59,3.48,5.66,6.21,20.28,0.0,1.68
91.66,8.34,0.0,0.0,0.0,0.0,0.0,0.0,8.0
95.48,4.52,0.0,0.0,0.0,0.0,0.0,0.0,6.81
80.04,2.22,0.0,4.81,10.14,0.0,0.0,2.79,3.39
7.54,37.73,27.79,2.05,7.63,9.47,7.8,0.0,2.69
81.82,6.9,0.0,4.8,3.63,0.0,0.0,2.84,5.11
39.33,42.6,3.54,3.56,4.77,2.29,0.0,3.9,3.89
41.5,39.86,3.5,2.45,5.22,4.08,0.0,3.39,2.97
16.22,61.31,0.0,14.11,1.48,6.53,0.0,0.34,3.88
50.83,29.91,0.35,3.9,8.58,5.4,0.0,1.03,4.95
74.11,9.91,0.0,4.82,7.96,0.0,0.0,3.21,4.08
54.59,30.46,1.73,0.52,7.43,3.89,0.0,1.38,3.04
11.67,24.11,26.11,2.91,0.93,9.62,24.65,0.0,1.51
87.32,2.33,0.0,3.0,3.61,0.0,0.0,3.75,6.16
88.92,11.08,0.0,0.0,0.0,0.0,0.0,0.0,7.3
12.56,4.6,41.23,3.94,4.57,5.4,27.7,0.0,2.16
98.77,1.23,0.0,0.0,0.0,0.0,0.0,0.0,7.57
48.14,37.02,1.83,1.13,3.69,3.01,0.0,5.18,4.26
52.79,30.23,1.47,3.55,1.54,4.83,0.0,5.59,3.51
58.33,29.51,1.79,3.65,0.9,2.36,0.0,3.46,4.31
25.69,24.99,16.25,4.72,6.15,10.14,12.06,0.0,2.52
48.88,34.56,1.53,0.59,7.26,3.54,0.0,3.64,5.16
2.84,59.25,0.0,10.21,3.99,19.43,0.0,4.27,2.06
91.06,8.94,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2.65,28.18,42.97,5.86,1.05,3.37,15.92,0.0,1.65
99.47,0.53,0.0,0.0,0.0,0.0,0.0,0.0,7.88
97.52,2.48,0.0,0.0,0.0,0.0,0.0,0.0,6.38
92.79,7.21,0.0,0.0,0.0,0.0,0.0,0.0,6.02
89.75,10.25,0.0,0.0,0.0,0.0,0.0,0.0,6.26
97.09,2.91,0.0,0.0,0.0,0.0,0.0,0.0,7.25
55.7,32.4,0.67,1.66,3.63,2.8,0.0,3.15,4.19
97.74,2.26,0.0,0.0,0.0,0.0,0.0,0.0,6.65
27.84,29.1,23.38,3.3,5.34,2.89,8.16,0.0,1.15
91.06,8.94,0.0,0.0,0.0,0.0,0.0,0.0,5.6
93.05,6.95,0.0,0.0,0.0,0.0,0.0,0.0,4.86
8.43,66.78,0.0,11.89,1.97,7.82,0.0,3.11,2.6
23.9,45.79,0.0,15.24,0.72,12.96,0.0,1.4,2.07
40.43,34.16,5.14,2.83,10.32,5.51,0.0,1.61,4.31
42.9,41.13,5.24,5.4,1.34,3.34,0.0,0.67,3.15
3.12,62.77,0.0,16.51,5.23,7.93,0.0,4.45,2.93
55.77,28.78,1.99,0.01,4.72,3.29,0.0,5.44,4.69
7.22,57.18,0.0,13.33,1.65,17.79,0.0,2.84,2.42
52.34,29.76,0.64,2.91,8.18,3.1,0.0,3.07,3.3
91.25,8.75,0.0,0.0,0.0,0.0,0.0,0.0,6.78
78.39,9.96,0.0,1.16,6.6,0.0,0.0,3.89,6.46
17.47,51.16,0.0,13.51,1.58,14.15,0.0,2.13,3.4
79.74,7.45,0.0,3.96,8.17,0.0,0.0,0.69,4.88
92.69,7.31,0.0,0.0,0.0,0.0,0.0,0.0,4.42
13.35,20.37,36.57,0.36,2.63,10.68,16.03,0.0,2.13
61.88,20.98,1.9,2.19,5.21,3.45,0.0,4.4,2.55
98.19,1.81,0.0,0.0,0.0,0.0,0.0,0.0,5.35
14.53,24.4,14.14,1.17,10.32,9.91,25.53,0.0,1.36
30.53,9.2,37.05,1.9,6.26,3.17,11.9,0.0,1.69
15.89,52.08,0.0,13.31,3.03,10.79,0.0,4.91,3.55
91.15,8.85,0.0,0.0,0.0,0.0,0.0,0.0,7.67
8.68,54.0,0.0,15.96,3.13,17.03,0.0,1.2,3.28
74.31,17.42,0.0,0.03,5.59,0.0,0.0,2.65,4.26
95.36,4.64,0.0,0.0,0.0,0.0,0.0,0.0,7.26
28.49,42.3,0.0,8.94,3.99,13.62,0.0,2.67,3.13
76.93,14.71,0.0,1.2,4.4,0.0,0.0,2.76,3.27
42.2,39.79,2.14,5.21,6.43,2.69,0.0,1.54,3.13
67.26,25.39,0.12,1.71,1.58,3.01,0.0,0.93,3.39
91.38,0.52,0.0,1.54,6.51,0.0,0.0,0.05,6.83
79.3,14.14,0.0,3.08,0.57,0.0,0.0,2.91,4.05
9.88,46.93,0.0,19.59,3.82,18.88,0.0,0.9,3.8
26.26,46.66,0.0,13.02,3.23,9.91,0.0,0.93,2.81
43.49,35.5,4.54,3.26,5.15,3.41,0.0,4.66,5.26
27.4,51.24,0.0,5.79,2.03,8.99,0.0,4.55,3.23
7.11,23.0,17.78,3.59,11.8,2.11,34.62,0.0,1.3
97.86,2.14,0.0,0.0,0.0,0.0,0.0,0.0,4.48
81.39,13.88,0.0,0.05,3.48,0.0,0.0,1.2,4.45
88.37,0.07,0.0,3.84,6.13,0.0,0.0,1.6,4.97
21.32,52.33,0.0,9.1,4.91,9.38,0.0,2.95,2.9
8.68,21.62,40.12,1.3,4.83,11.59,11.85,0.0,1.76
44.88,11.32,24.09,4.37,0.12,6.74,8.49,0.0,1.08
25.63,25.31,21.73,2.92,8.33,5.63,10.44,0.0,1.3
9.7,8.1,41.26,5.49,0.46,7.58,27.41,0.0,1.08
38.89,45.91,4.51,3.85,1.74,1.22,0.0,3.89,3.43
99.34,0.66,0.0,0.0,0.0,0.0,0.0,0.0,6.9
80.44,12.97,0.0,0.38,4.52,0.0,0.0,1.69,6.29
4.89,56.55,0.0,15.5,4.41,18.5,0.0,0.16,3.69
4.67,52.42,0.0,21.38,5.59,11.85,0.0,4.1,2.04
37.09,45.83,0.53,3.18,9.48,1.66,0.0,2.23,4.27
77.5,12.31,0.0,0.62,7.72,0.0,0.0,1.85,5.11
9.41,66.17,0.0,7.34,3.7,12.36,0.0,1.02,2.15
21.44,22.18,32.38,0.99,7.99,3.24,11.78,0.0,2.22
29.35,46.45,0.0,8.62,1.5,10.85,0.0,3.22,2.34
26.87,49.66,0.0,7.14,4.19,11.54,0.0,0.59,3.03
78.48,14.32,0.0,3.3,3.68,0.0,0.0,0.21,3.51
15.42,18.81,17.78,5.22,10.19,6.84,25.74,0.0,1.12
25.08,5.64,42.54,0.29,7.99,9.07,9.39,0.0,2.0
89.86,10.14,0.0,0.0,0.0,0.0,0.0,0.0,4.39
50.43,35.75,0.4,4.32,6.24,2.63,0.0,0.24,3.95
92.21,7.79,0.0,0.0,0.0,0.0,0.0,0.0,6.39
9.0,59.49,0.0,14.24,1.39,14.76,0.0,1.13,3.7
5.49,46.64,0.0,21.92,2.25,18.37,0.0,5.33,3.43
14.92,32.24,23.82,3.78,3.13,4.13,17.98,0.0,1.35
34.11,44.33,0.04,5.24,9.31,2.3,0.0,4.67,4.64
3.98,19.14,49.44,1.62,8.98,9.71,7.14,0.0,1.32
96.89,3.11,0.0,0.0,0.0,0.0,0.0,0.0,4.12
97.68,2.32,0.0,0.0,0.0,0.0,0.0,0.0,7.2
91.05,8.95,0.0,0.0,0.0,0.0,0.0,0.0,6.46
17.39,47.9,0.0,11.67,0.21,16.46,0.0,6.37,3.79
4.26,26.02,30.84,0.36,2.57,1.77,34.18,0.0,1.89
7.89,52.35,0.0,23.45,3.27,8.08,0.0,4.96,3.39
48.34,42.96,3.67,0.01,1.21,1.98,0.0,1.83,2.88
94.08,5.92,0.0,0.0,0.0,0.0,0.0,0.0,7.9
94.29,5.71,0.0,0.0,0.0,0.0,0.0,0.0,4.37
26.82,46.22,0.0,7.82,0.6,15.76,0.0,2.77,3.4
29.97,2.93,33.86,5.06,6.19,1.57,20.42,0.0,1.36
94.27,5.73,0.0,0.0,0.0,0.0,0.0,0.0,5.33
1.52,3.77,47.58,3.52,5.01,0.32,38.29,0.0,2.66
24.45,25.55,30.71,0.09,3.25,5.53,10.42,0.0,1.92
41.42,39.11,1.25,4.04,10.1,0.24,0.0,3.85,2.54
13.92,68.37,0.0,5.62,1.24,9.49,0.0,1.35,2.96
31.1,13.41,28.07,0.53,10.72,1.36,14.8,0.0,1.53
18.59,25.74,27.95,0.08,9.44,7.73,10.48,0.0,1.3
70.94,16.14,0.0,3.97,8.5,0.0,0.0,0.45,3.44
58.61,26.24,0.51,4.05,5.7,4.6,0.0,0.3,2.93
73.78,18.3,0.0,2.89,4.81,0.0,0.0,0.22,5.9
3.66,19.64,44.88,5.03,1.31,16.24,9.24,0.0,1.63
21.77,54.25,0.0,11.31,4.72,7.29,0.0,0.66,2.56
98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42
15.11,46.94,0.0,17.19,4.54,12.54,0.0,3.69,2.91
97.11,2.89,0.0,0.0,0.0,0.0,0.0,0.0,7.72
97.93,2.07,0.0,0.0,0.0,0.0,0.0,0.0,5.57
2.51,70.37,0.0,7.51,3.61,12.84,0.0,3.16,2.76
95.73,4.27,0.0,0.0,0.0,0.0,0.0,0.0,7.48
5.87,53.86,0.0,15.54,5.07,14.67,0.0,4.99,3.41
79.38,7.6,0.0,3.38,5.42,0.0,0.0,4.23,4.36
71.79,18.4,0.0,3.83,1.72,0.0,0.0,4.26,5.49
24.97,44.88,0.0,7.89,0.12,18.43,0.0,3.71,2.32
99.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,4.2
4.33,55.02,0.0,19.28,2.4,18.57,0.0,0.39,2.85
99.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.39
4.29,51.71,0.0,20.64,1.02,18.12,0.0,4.21,2.58
67.61,19.23,0.0,4.32,5.99,0.0,0.0,2.85,4.17
36.93,0.03,26.51,6.11,0.37,13.82,16.23,0.0,1.86
1.09,26.93,33.57,1.58,10.39,7.31,19.13,0.0,1.84
10.25,62.47,0.0,11.65,0.75,13.82,0.0,1.06,3.74
11.81,25.12,28.21,1.85,7.34,9.63,16.05,0.0,2.4
90.02,9.98,0.0,0.0,0.0,0.0,0.0,0.0,7.51
99.14,0.86,0.0,0.0,0.0,0.0,0.0,0.0,6.0
77.6,10.09,0.0,3.4,5.19,0.0,0.0,3.72,5.56
76.48,11.87,0.0,1.42,6.74,0.0,0.0,3.5,6.65
91.06,8.94,0.0,0.0,0.0,0.0,0.0,0.0,7.4
61.67,27.71,1.79,2.54,0.86,1.49,0.0,3.94,3.15
89.74,4.19,0.0,0.78,3.75,0.0,0.0,1.55,5.04
18.83,20.69,26.66,3.55,0.8,1.44,28.03,0.0,1.05
94.35,5.65,0.0,0.0,0.0,0.0,0.0,0.0,6.13
21.63,47.19,0.0,13.18,0.75,15.0,0.0,2.25,3.87
20.98,61.26,0.0,5.09,2.92,7.0,0.0,2.74,3.71
14.19,46.69,0.0,15.08,2.45,18.35,0.0,3.24,3.36
21.28,50.57,0.0,10.61,2.41,10.67,0.0,4.47,3.49
94.11,5.89,0.0,0.0,0.0,0.0,0.0,0.0,5.5
24.28,12.7,30.29,3.95,8.52,2.79,17.46,0.0,1.19
83.62,7.77,0.0,0.45,3.44,0.0,0.0,4.73,6.31
76.14,5.62,0.0,5.65,7.38,0.0,0.0,5.2,3.59
58.81,29.24,1.61,3.31,1.47,4.18,0.0,1.38,5.06
93.62,2.94,0.0,0.02,0.8,0.0,0.0,2.62,3.75
50.08,31.64,5.3,1.8,8.43,1.41,0.0,1.34,3.38
46.39,34.59,1.59,2.61,9.88,2.16,0.0,2.78,3.54
11.41,50.35,0.0,14.62,4.1,15.64,0.0,3.88,2.04
92.9,7.1,0.0,0.0,0.0,0.0,0.0,0.0,5.58
12.3,57.82,0.0,14.56,6.31,8.34,0.0,0.67,3.6
3.87,0.29,37.11,5.51,6.6,10.91,35.7,0.0,1.7
95.28,4.72,0.0,0.0,0.0,0.0,0.0,0.0,6.91
9.51,57.56,0.0,13.09,3.58,14.9,0.0,1.36,3.87
19.03,20.92,14.86,3.29,9.18,0.94,31.79,0.0,1.07
98.16,1.84,0.0,0.0,0.0,0.0,0.0,0.0,5.87
50.29,30.36,1.39,5.12,5.88,4.6,0.0,2.36,3.05
9.01,3.3,54.33,4.31,5.73,13.37,9.96,0.0,2.73
98.19,1.81,0.0,0.0,0.0,0.0,0.0,0.0,6.87
97.06,2.94,0.0,0.0,0.0,0.0,0.0,0.0,7.36
11.22,56.58,0.0,14.27,6.05,11.84,0.0,0.04,2.74
31.67,33.91,0.0,14.44,5.48,10.34,0.0,4.17,3.74
91.34,8.66,0.0,0.0,0.0,0.0,0.0,0.0,6.01
91.49,8.51,0.0,0.0,0.0,0.0,0.0,0.0,5.43
82.68,14.1,0.0,0.2,2.89,0.0,0.0,0.13,4.23
14.6,16.04,34.52,4.53,1.14,5.42,23.75,0.0,2.63
82.5,8.4,0.0,3.1,2.29,0.0,0.0,3.71,5.49
23.1,53.7,0.0,9.13,2.9,7.47,0.0,3.71,2.9
85.1,10.46,0.0,0.14,2.27,0.0,0.0,2.03,3.39
33.41,48.47,3.41,3.72,4.1,2.66,0.0,4.22,3.07
24.22,13.1,35.78,4.17,6.34,5.78,10.61,0.0,2.43
57.19,33.39,1.53,2.2,2.79,2.36,0.0,0.54,4.44
82.83,2.81,0.0,3.15,8.53,0.0,0.0,2.68,5.27
41.62,42.24,2.21,2.1,7.9,1.2,0.0,2.73,5.37
15.39,6.26,33.6,5.4,5.79,8.68,24.87,0.0,2.18
24.56,44.84,0.0,17.83,4.13,7.88,0.0,0.76,3.73
29.87,10.85,18.11,6.87,1.48,11.94,20.87,0.0,1.86
6.52,9.43,46.94,7.18,12.99,0.94,16.01,0.0,2.06
34.3,44.69,0.48,4.66,8.97,2.87,0.0,4.03,5.37
12.0,51.74,0.0,15.25,3.27,14.39,0.0,3.35,3.2
5.67,21.13,23.46,2.12,5.82,9.74,32.05,0.0,2.08
17.37,12.25,36.81,0.06,9.45,10.08,13.98,0.0,1.59
11.75,61.97,0.0,16.96,0.69,7.13,0.0,1.51,3.48
31.08,4.82,14.56,2.3,10.14,4.91,32.19,0.0,1.92
39.01,42.84,1.5,2.66,4.41,4.5,0.0,5.08,3.48
98.87,1.13,0.0,0.0,0.0,0.0,0.0,0.0,6.39
15.16,16.81,39.5,1.84,7.34,7.05,12.3,0.0,1.74
29.85,4.02,26.66,7.2,3.87,3.44,24.96,0.0,2.38
80.12,13.71,0.0,2.73,0.51,0.0,0.0,2.93,6.42
27.41,34.45,0.0,14.93,3.29,16.45,0.0,3.47,3.19
85.48,3.12,0.0,4.46,2.71,0.0,0.0,4.24,4.35
11.7,14.51,33.96,5.27,1.85,3.39,29.32,0.0,1.71
91.89,8.11,0.0,0.0,0.0,0.0,0.0,0.0,5.93
2.99,56.41,0.0,10.44,5.75,20.23,0.0,4.18,3.44
94.28,5.72,0.0,0.0,0.0,0.0,0.0,0.0,5.78
5.26,17.16,34.53,0.49,14.11,12.54,15.91,0.0,2.1
0.92,58.51,0.0,18.08,0.5,17.93,0.0,4.05,2.87
89.1,1.58,0.0,5.25,2.03,0.0,0.0,2.04,3.44
20.24,57.35,0.0,7.52,3.46,11.42,0.0,0.0,2.5
17.64,49.58,0.0,16.02,1.13,12.1,0.0,3.52,3.83
